Source,Target,Weight,Type
BE,FXL,0.93,excitatory
YB,TFR,2.0,excitatory
FKR,HDL,1.35,excitatory
ZBL,UT,1.13,excitatory
LIR,HER,0.16,excitatory
EHL,BX,1.82,excitatory
CDR,MPR,0.21,excitatory
AE,AXL,0.81,excitatory
DML,VKR,0.29,excitatory
GF,VJL,1.15,excitatory
JMR,BA,1.96,excitatory
ZUL,DVR,1.01,excitatory
RSR,TU,1.59,excitatory
MVR,SE,1.43,excitatory
ESR,NPR,1.17,excitatory
NUL,PIL,0.8,excitatory
KS,MZL,1.44,excitatory
CYR,XEL,0.42,excitatory
JAL,WL,0.49,excitatory
HRR,HYR,0.8,excitatory
ZZR,BDR,0.95,excitatory
PO,CX,1.73,excitatory
ESR,KG,0.66,excitatory
ZR,MXR,1.31,excitatory
MPR,HJ,1.94,excitatory
UT,AG,1.16,excitatory
WB,AI,1.16,excitatory
WL,UT,0.7,excitatory
RGR,KM,0.49,excitatory
MZ,SU,0.24,excitatory
WGL,SD,0.13,excitatory
GSR,MR,0.17,excitatory
MZL,WH,0.86,excitatory
DUL,LK,1.62,excitatory
VJL,BKL,0.26,excitatory
TIR,DF,0.24,excitatory
VW,ENR,1.8,excitatory
NKL,HDL,1.61,excitatory
PYL,WSL,1.39,excitatory
HI,GYL,0.64,excitatory
FKR,AKR,1.56,excitatory
DD,NKL,1.13,excitatory
WLR,FFR,1.99,excitatory
JH,FA,1.59,excitatory
EHL,SU,0.48,excitatory
DU,NT,1.75,excitatory
SE,GF,1.22,excitatory
XJ,ZGL,1.21,excitatory
OKL,LIR,1.47,excitatory
WGL,ES,0.62,excitatory
TOR,NCR,1.72,excitatory
NXL,XV,0.71,excitatory
ZYR,PM,0.27,excitatory
DI,NI,0.57,excitatory
XHL,DF,0.64,excitatory
DRL,LAL,0.14,excitatory
GZL,BE,0.13,excitatory
IO,YPR,1.9,excitatory
YTR,XL,0.71,excitatory
WGL,YTR,0.85,excitatory
EUR,YP,0.48,excitatory
LXR,DI,0.74,excitatory
CV,AP,1.87,excitatory
LH,SRR,0.41,excitatory
YT,GER,0.9,excitatory
GEL,JOR,1.77,excitatory
GZ,ESR,0.22,excitatory
CRL,CIL,0.15,excitatory
AOL,GEL,1.8,excitatory
IX,WPR,1.03,excitatory
DI,YT,1.11,excitatory
XNR,ZUL,1.23,excitatory
PO,ZR,1.33,excitatory
YPL,VW,1.5,excitatory
PM,KS,0.67,excitatory
PV,YDR,0.12,excitatory
WFR,PO,1.8,excitatory
LEL,KS,0.56,excitatory
HYR,HFR,0.62,excitatory
UFR,OHR,0.53,excitatory
AKR,AXL,0.97,excitatory
LEL,BTR,0.74,excitatory
ECL,ISL,0.56,excitatory
HYR,CNR,1.69,excitatory
OT,JO,1.54,excitatory
ZGL,OT,0.26,excitatory
YZL,BTR,1.93,excitatory
FVR,DI,1.99,excitatory
TIR,FXL,0.24,excitatory
FIL,FVR,0.5,excitatory
JGR,JT,1.7,excitatory
VZR,RRR,0.83,excitatory
FU,WP,1.84,excitatory
YDR,WGL,0.61,excitatory
WIL,XMR,0.86,excitatory
ZR,EZL,1.04,excitatory
HU,ZZR,1.86,excitatory
YDR,OOL,1.2,excitatory
VUL,DC,1.55,excitatory
LO,PIL,1.89,excitatory
TOR,MCL,0.9,excitatory
CNR,YBL,0.34,excitatory
RSR,BTR,1.07,excitatory
RHR,EDR,0.31,excitatory
KRR,CX,1.3,excitatory
TOL,XHL,0.44,excitatory
JJR,DRR,1.23,excitatory
LX,TF,1.96,excitatory
GUL,ZX,1.72,excitatory
MCL,BPR,1.33,excitatory
DF,UP,1.75,excitatory
UOL,RSR,0.22,excitatory
JOR,CYR,1.21,excitatory
GEL,UP,0.49,excitatory
IPL,LM,0.18,excitatory
HSR,AIL,0.88,excitatory
YDR,VF,0.49,excitatory
LB,MLR,0.27,excitatory
EM,NPR,0.35,excitatory
KOR,RGR,0.66,excitatory
SRR,TLR,1.55,excitatory
TFR,ML,1.25,excitatory
FUL,AIL,1.64,excitatory
GIL,FR,1.42,excitatory
HRR,VJL,0.3,excitatory
WGL,PZL,1.46,excitatory
TU,EM,0.26,excitatory
MXR,WLR,1.61,excitatory
TLR,FVL,0.5,excitatory
BDR,STL,1.39,excitatory
DF,GNR,0.3,excitatory
OCR,UOL,0.25,excitatory
WOL,AP,1.72,excitatory
MLR,CNR,0.31,excitatory
SU,LM,1.08,excitatory
PYL,WDR,0.14,excitatory
GER,TL,0.14,excitatory
AG,WF,1.29,excitatory
VW,FA,0.56,excitatory
RGR,DUL,1.79,excitatory
PO,TLR,1.9,excitatory
EM,ZYR,1.35,excitatory
FKR,JMR,1.71,excitatory
IO,ZYR,0.33,excitatory
RLR,CJ,1.53,excitatory
YPL,YT,0.75,excitatory
XE,TF,0.87,excitatory
GF,WH,1.21,excitatory
ZWL,WB,1.14,excitatory
WH,LUR,1.08,excitatory
OKL,HN,1.14,excitatory
TLR,AVR,0.74,excitatory
MXR,YTL,1.56,excitatory
VZR,GIL,1.4,excitatory
XI,PSR,1.91,excitatory
JH,VOL,0.6,excitatory
ML,DC,1.5,excitatory
DGL,WSL,0.64,excitatory
UFR,CJ,0.18,excitatory
PV,WS,1.27,excitatory
VAL,KRR,0.46,excitatory
ESR,STL,0.6,excitatory
WPR,VKR,1.96,excitatory
MML,XEL,0.57,excitatory
WI,RLR,1.1,excitatory
MML,MVR,1.69,excitatory
DUL,BER,1.94,excitatory
TOR,GU,1.63,excitatory
LEL,DUL,1.25,excitatory
VZR,DVL,0.72,excitatory
VF,FMR,0.85,excitatory
RRR,HDL,1.78,excitatory
DF,JMR,1.62,excitatory
FUL,EZL,0.86,excitatory
WB,JJR,1.09,excitatory
YB,WF,0.68,excitatory
FMR,WFR,0.52,excitatory
ZBL,WDL,0.41,excitatory
VI,MR,1.78,excitatory
KAL,KG,1.41,excitatory
VC,DF,0.27,excitatory
XHL,VI,1.19,excitatory
KOR,IX,1.95,excitatory
UT,VZR,1.19,excitatory
PYL,WGL,1.44,excitatory
BWR,MOL,0.76,excitatory
OT,YP,0.85,excitatory
LUR,MML,0.89,excitatory
LX,DML,1.66,excitatory
XL,UT,0.96,excitatory
ZUL,BE,0.46,excitatory
ES,GF,1.31,excitatory
IX,WJ,1.35,excitatory
VC,TU,1.04,excitatory
FXL,VAL,1.4,excitatory
TOL,AI,1.52,excitatory
PJL,BKL,1.89,excitatory
RGR,WFR,1.96,excitatory
ZUL,XMR,1.23,excitatory
DGL,NV,0.44,excitatory
WGL,PSR,1.82,excitatory
XIR,ES,0.34,excitatory
WF,YPL,1.98,excitatory
KRR,FN,1.13,excitatory
OOL,XIR,0.55,excitatory
ES,MP,1.09,excitatory
CX,XI,1.84,excitatory
BPR,GHL,0.38,excitatory
WJL,GYL,0.31,excitatory
FJR,GBL,1.97,excitatory
KAL,KRR,0.29,excitatory
JGR,WDL,1.85,excitatory
CIL,LK,0.3,excitatory
BBR,ZRR,0.64,excitatory
MXR,LO,0.81,excitatory
RLR,LTR,1.4,excitatory
MZL,OCR,0.62,excitatory
ZX,MLR,0.87,excitatory
GER,DRL,0.7,excitatory
VJL,FH,0.15,excitatory
SSL,WDL,0.16,excitatory
IEL,HFR,0.76,excitatory
ES,GEL,0.14,excitatory
XML,PV,0.69,excitatory
HN,VF,1.68,excitatory
MR,WS,1.36,excitatory
NO,SAR,1.65,excitatory
VF,JOR,1.38,excitatory
GYL,RRR,1.2,excitatory
YTR,AI,1.63,excitatory
PZL,HYR,0.53,excitatory
ZT,VOL,0.49,excitatory
FUL,FFR,1.69,excitatory
JH,XJ,1.55,excitatory
HK,PO,0.91,excitatory
VZR,MYR,0.38,excitatory
XT,GCR,1.35,excitatory
ENR,JR,1.34,excitatory
ZGL,XV,1.74,excitatory
ENR,STL,0.21,excitatory
FIL,KG,0.49,excitatory
WL,FU,0.88,excitatory
GUL,JJR,1.96,excitatory
CRL,LH,1.59,excitatory
JV,BPR,0.44,excitatory
CBR,JJR,0.38,excitatory
NCR,WDL,0.16,excitatory
JR,NV,1.59,excitatory
GEL,DC,1.6,excitatory
YB,MZ,1.55,excitatory
ASL,WI,1.48,excitatory
HSR,EUR,0.71,excitatory
BTR,DVR,0.59,excitatory
MCL,YBL,0.56,excitatory
WAL,OHR,0.49,excitatory
ECL,PM,0.22,excitatory
ML,VW,1.9,excitatory
UG,AKR,1.67,excitatory
WF,UOL,0.99,excitatory
IDR,RLR,0.89,excitatory
WJL,LUR,1.49,excitatory
EDR,SAR,1.83,excitatory
VAL,VZR,1.43,excitatory
FUL,JMR,1.27,excitatory
HLL,GZL,1.89,excitatory
DU,UG,0.96,excitatory
LM,JRR,0.92,excitatory
UAR,MXR,0.86,excitatory
SSL,VW,0.51,excitatory
TOL,GCR,0.77,excitatory
DI,FFR,0.66,excitatory
AIL,MYR,0.84,excitatory
IER,KS,0.61,excitatory
YBL,JRR,0.39,excitatory
UFR,OCR,1.16,excitatory
DF,WF,0.37,excitatory
DVL,CIL,1.96,excitatory
UT,DGL,0.91,excitatory
IPL,UG,1.81,excitatory
GU,SBL,0.71,excitatory
CV,GSR,0.24,excitatory
ENR,BPR,0.14,excitatory
FVL,DML,1.5,excitatory
ZYR,WFR,1.73,excitatory
XV,JO,1.91,excitatory
JT,ZWL,0.64,excitatory
XE,LB,1.54,excitatory
STL,WJ,1.52,excitatory
TIR,UG,1.18,excitatory
WI,OJL,0.28,excitatory
SE,ESR,1.12,excitatory
IYL,WJ,1.35,excitatory
GCR,RGR,0.64,excitatory
ZM,XT,0.61,excitatory
FKR,ZJ,1.68,excitatory
DUL,ZGL,1.16,excitatory
BA,TF,0.34,excitatory
XE,GU,0.27,excitatory
HN,STL,1.62,excitatory
VZ,BBR,0.22,excitatory
HW,GF,0.93,excitatory
YBL,FH,1.99,excitatory
ZUL,WAL,1.3,excitatory
FU,YTR,1.0,excitatory
LAL,FJR,0.93,excitatory
MXR,ESR,0.84,excitatory
PSR,HRR,1.39,excitatory
IRL,LXR,1.64,excitatory
MLR,OOL,0.77,excitatory
ZRR,PYL,0.12,excitatory
WJL,WOL,2.0,excitatory
GZ,YDR,1.06,excitatory
NW,VZ,0.61,excitatory
IYL,JV,0.14,excitatory
UVL,UG,0.93,excitatory
NT,TL,0.8,excitatory
BKL,ZCL,1.08,excitatory
TOL,HLL,1.22,excitatory
CV,CRL,0.87,excitatory
MYR,HU,0.68,excitatory
JR,AP,0.23,excitatory
GER,NO,0.16,excitatory
NV,HRR,1.18,excitatory
EM,WF,1.99,excitatory
NV,VKR,0.77,excitatory
LEL,TIR,1.36,excitatory
VW,CRL,1.8,excitatory
DRR,UB,0.43,excitatory
ZX,HA,1.44,excitatory
XJ,ES,1.26,excitatory
IYL,UG,1.38,excitatory
SAR,VI,1.49,excitatory
LK,WJL,1.38,excitatory
UG,BBR,0.91,excitatory
NCR,ESR,0.27,excitatory
FJR,FA,1.01,excitatory
VOL,TL,1.93,excitatory
SJR,JMR,1.83,excitatory
VUL,KAL,0.16,excitatory
XL,DVR,1.93,excitatory
WSL,MXR,1.36,excitatory
TOR,RGR,1.76,excitatory
YT,GCR,0.92,excitatory
ESR,HA,1.09,excitatory
GER,AE,1.49,excitatory
CV,DVR,0.2,excitatory
EDR,WJ,1.75,excitatory
FVL,LB,0.76,excitatory
HHR,MZL,1.6,excitatory
LTR,OJL,1.33,excitatory
PV,YPL,1.69,excitatory
IVL,ZUL,1.1,excitatory
WJ,JR,1.79,excitatory
ASL,WDR,0.37,excitatory
ZBL,PV,0.82,excitatory
YBL,NPR,1.12,excitatory
VKR,AP,1.15,excitatory
IO,MZL,0.46,excitatory
SAR,OT,0.39,excitatory
IO,UKR,0.89,excitatory
XEL,HN,0.74,excitatory
IRL,MLR,0.69,excitatory
ES,DF,0.32,excitatory
PO,FUL,1.12,excitatory
JJR,MOL,0.95,excitatory
FUL,EER,0.85,excitatory
MZ,WB,1.58,excitatory
ZBL,YB,0.57,excitatory
FR,DUL,0.64,excitatory
KIR,FMR,1.39,excitatory
LXR,TIR,0.81,excitatory
VW,LAL,1.5,excitatory
XHL,AS,0.76,excitatory
UE,MY,0.69,excitatory
XNR,WPR,0.8,excitatory
NI,UT,1.65,excitatory
BDR,BE,1.58,excitatory
HLL,DFL,1.02,excitatory
RSR,OJL,0.61,excitatory
FKR,CZL,1.22,excitatory
STL,YT,0.22,excitatory
FXL,KRR,1.06,excitatory
WJL,AX,1.54,excitatory
DUL,MDR,1.84,excitatory
JAL,DF,0.25,excitatory
GEL,TFR,1.56,excitatory
YBL,KIR,0.41,excitatory
YN,TU,1.73,excitatory
HLL,HR,0.32,excitatory
GU,BWR,0.73,excitatory
OCR,BBR,0.35,excitatory
AE,GML,0.28,excitatory
PNL,TFR,1.29,excitatory
JT,AI,1.12,excitatory
RSR,VC,1.68,excitatory
EGL,SBL,0.62,excitatory
HHR,VOL,1.84,excitatory
TFR,VJL,1.52,excitatory
NPR,EER,1.37,excitatory
GCR,UOL,0.95,excitatory
MZL,WSL,0.93,excitatory
UP,VUL,0.21,excitatory
MVR,BBR,1.49,excitatory
PJR,DD,1.53,excitatory
LIR,ECL,0.19,excitatory
VZ,BTR,0.67,excitatory
XMR,YT,1.65,excitatory
HRR,SE,1.76,excitatory
KOR,WGL,1.46,excitatory
ZZR,GD,1.59,excitatory
FUL,VUL,0.59,excitatory
UB,TU,1.89,excitatory
DRL,IYL,1.89,excitatory
DF,HA,0.38,excitatory
UP,AE,0.52,excitatory
WPR,UB,1.91,excitatory
ZGL,TIR,0.31,excitatory
WGL,ZYR,1.19,excitatory
WP,MY,0.16,excitatory
WFL,ZRR,0.94,excitatory
UB,CYR,0.98,excitatory
XUR,HK,1.14,excitatory
SRR,NXL,0.53,excitatory
MF,ZWL,1.19,excitatory
AX,PO,1.3,excitatory
GU,TF,0.65,excitatory
NKL,WOL,0.92,excitatory
AOL,BRL,1.76,excitatory
DFL,BX,1.79,excitatory
KG,CIL,0.19,excitatory
JMR,BRR,1.49,excitatory
YZL,YT,0.52,excitatory
YBL,VUL,1.88,excitatory
FR,BDR,0.29,excitatory
JT,MZ,0.77,excitatory
YT,ZT,1.3,excitatory
KM,YB,1.06,excitatory
JMR,DRR,1.0,excitatory
HW,OHR,1.06,excitatory
DVR,ZCL,0.11,excitatory
RHR,MY,1.6,excitatory
PM,UFR,0.33,excitatory
UB,FIL,0.92,excitatory
ENR,ZWL,1.93,excitatory
XMR,DF,1.09,excitatory
BBR,XUR,1.32,excitatory
ML,WDL,1.77,excitatory
HHR,TJ,0.38,excitatory
GSR,KM,0.74,excitatory
ZUL,NKL,0.46,excitatory
MP,BE,0.98,excitatory
FMR,IEL,1.05,excitatory
XML,XIR,1.24,excitatory
OJR,FR,1.23,excitatory
ENR,UT,0.93,excitatory
XV,SE,1.77,excitatory
WDL,UOL,0.83,excitatory
XI,HW,1.41,excitatory
KRR,PZL,1.22,excitatory
HHR,SRR,1.59,excitatory
TLR,WOL,1.46,excitatory
TJ,AXL,0.55,excitatory
UAR,ZBL,0.34,excitatory
WIL,DY,0.21,excitatory
LH,HK,1.68,excitatory
TOL,GHL,1.75,excitatory
FJR,FVL,2.0,excitatory
CDR,HU,1.53,excitatory
YTL,MF,0.18,excitatory
WOL,YPL,1.62,excitatory
PNL,GZL,0.28,excitatory
ZJ,LTR,0.33,excitatory
JAL,LEL,0.85,excitatory
KIR,IRL,0.87,excitatory
AX,HHR,0.65,excitatory
LB,VAL,1.84,excitatory
WAL,CRL,1.97,excitatory
MY,GEL,1.42,excitatory
ZCL,FA,1.33,excitatory
MOL,DU,0.47,excitatory
HYR,UB,1.88,excitatory
BE,KG,0.92,excitatory
HA,RSR,1.37,excitatory
VZR,AP,1.1,excitatory
JAL,KM,1.88,excitatory
BRR,LX,1.25,excitatory
JRR,ZZR,1.84,excitatory
ZZR,JGR,1.07,excitatory
SRR,FFR,1.8,excitatory
AS,WH,1.57,excitatory
BRL,WPR,1.4,excitatory
PNL,DFL,0.37,excitatory
GEL,XMR,0.87,excitatory
CBR,WFL,1.41,excitatory
ZT,FZR,1.93,excitatory
IO,GML,1.16,excitatory
FXL,HK,0.66,excitatory
HSR,IJR,1.8,excitatory
PYL,DML,1.07,excitatory
GML,MOL,0.77,excitatory
CDR,CRL,1.48,excitatory
YT,LX,1.14,excitatory
FXL,BRL,1.97,excitatory
GBL,GUL,0.55,excitatory
UP,GYL,1.59,excitatory
WJL,HU,1.17,excitatory
GD,WFR,1.34,excitatory
WSL,SAR,0.44,excitatory
IJR,NW,0.18,excitatory
ZRR,SBL,1.97,excitatory
PIL,TL,1.56,excitatory
ZBL,HRR,1.96,excitatory
BDR,DGL,0.49,excitatory
BX,IAL,0.49,excitatory
KAL,JT,0.51,excitatory
VJL,HU,0.21,excitatory
OKL,IAL,1.9,excitatory
NV,LIR,0.78,excitatory
ZJ,DFL,0.19,excitatory
HK,GD,0.64,excitatory
CX,GE,0.35,excitatory
HFR,KAL,1.08,excitatory
WP,RGR,1.22,excitatory
GE,HHR,1.08,excitatory
ES,MF,0.57,excitatory
WH,ES,1.42,excitatory
GF,WSL,0.93,excitatory
GSR,SJR,1.47,excitatory
PJL,ZM,1.2,excitatory
LAL,XV,0.84,excitatory
GHL,SAR,1.78,excitatory
FZR,WJ,1.44,excitatory
LXR,GHL,1.49,excitatory
EM,WFR,0.32,excitatory
BX,IVL,1.71,excitatory
GE,HN,1.17,excitatory
JV,XT,0.99,excitatory
DD,IDR,1.8,excitatory
WFR,KAL,1.21,excitatory
UB,VW,1.21,excitatory
ZR,FU,1.44,excitatory
MDR,UG,1.33,excitatory
WS,FO,1.3,excitatory
BTR,DD,1.31,excitatory
ESR,AI,0.37,excitatory
CV,EHL,0.55,excitatory
IPL,XL,1.47,excitatory
DVL,VI,0.48,excitatory
TIR,EZL,0.79,excitatory
GSR,IER,1.19,excitatory
VOL,FUL,0.46,excitatory
XMR,WLR,1.66,excitatory
WUR,MDR,0.41,excitatory
VZ,ES,1.39,excitatory
JOR,EZL,0.11,excitatory
TL,OCR,0.82,excitatory
HRR,UE,1.5,excitatory
IAL,MZ,1.3,excitatory
EHL,IER,0.3,excitatory
AS,TLR,1.03,excitatory
FA,IYL,0.54,excitatory
DML,CDR,1.13,excitatory
SRR,ZM,1.39,excitatory
PO,LEL,1.71,excitatory
HK,VZ,0.97,excitatory
KIR,XJ,1.46,excitatory
TOR,EHL,0.34,excitatory
AX,KG,0.5,excitatory
GBL,OOL,0.75,excitatory
DVR,WOL,0.27,excitatory
WH,OKL,1.82,excitatory
GCR,ZZR,1.82,excitatory
CYR,FZR,0.75,excitatory
WP,GCR,0.49,excitatory
YPL,VW,1.4,excitatory
SJR,ZGL,0.81,excitatory
SJR,BRL,0.96,excitatory
SAR,LEL,1.47,excitatory
OHR,WI,1.83,excitatory
MZ,KAL,1.7,excitatory
YN,OOL,1.95,excitatory
VF,XMR,0.27,excitatory
TJ,YPR,0.65,excitatory
ZJ,HI,1.81,excitatory
RLR,HI,1.83,excitatory
HR,PYL,0.89,excitatory
BER,PJR,1.36,excitatory
JRR,ZX,0.58,excitatory
UG,AIL,0.44,excitatory
DFL,FKR,1.97,excitatory
XEL,XV,0.18,excitatory
IAL,WP,0.13,excitatory
NCR,NPR,0.75,excitatory
DD,YPL,1.93,excitatory
LXR,AXL,1.7,excitatory
ZJ,MML,0.66,excitatory
LM,DFL,1.03,excitatory
TOL,FU,1.19,excitatory
UG,PPR,0.88,excitatory
CRL,TIR,0.45,excitatory
UT,XNR,1.85,excitatory
IER,LXR,0.51,excitatory
MVR,ML,1.39,excitatory
MY,VC,0.92,excitatory
ZT,AG,0.13,excitatory
NPR,SAR,0.14,excitatory
KRR,GCR,1.47,excitatory
BX,ASL,1.18,excitatory
SBL,KOR,0.38,excitatory
FVL,IER,1.13,excitatory
XML,FIL,0.52,excitatory
GCR,SU,0.82,excitatory
ZM,NO,1.92,excitatory
VF,XML,1.36,excitatory
MP,JMR,0.79,excitatory
UB,GUL,0.18,excitatory
GBL,WPR,0.55,excitatory
FH,FA,1.98,excitatory
DU,GBL,0.57,excitatory
BA,MOL,0.81,excitatory
SU,UVL,1.6,excitatory
ZJ,XNR,0.37,excitatory
IO,JT,1.77,excitatory
ZUL,MVR,0.83,excitatory
JT,IDR,0.91,excitatory
SD,WPR,0.35,excitatory
SD,MY,0.61,excitatory
DRR,DY,0.2,excitatory
PO,DD,1.68,excitatory
AP,DC,0.23,excitatory
ENR,GNR,0.46,excitatory
FKR,DRL,0.26,excitatory
AOL,FR,0.55,excitatory
GHL,MR,0.44,excitatory
TOL,XV,1.0,excitatory
DML,WFR,1.34,excitatory
LH,CIL,1.66,excitatory
WJ,DVR,1.74,excitatory
OHR,FVL,0.67,excitatory
DRL,DY,1.07,excitatory
EZL,JMR,0.73,excitatory
HR,BER,1.37,excitatory
UKR,AVR,1.1,excitatory
SE,FZR,0.38,excitatory
MXR,IER,1.97,excitatory
LH,ZRR,1.15,excitatory
SSL,VW,1.72,excitatory
FXL,WFL,0.58,excitatory
GZL,BE,1.29,excitatory
LXR,HU,1.58,excitatory
VUL,ENR,0.65,excitatory
WF,BKL,1.59,excitatory
WDR,BE,0.55,excitatory
VOL,KRR,1.54,excitatory
YDR,ALL,0.95,excitatory
DF,XT,1.45,excitatory
SU,BE,1.66,excitatory
MZL,WPR,1.72,excitatory
ZJ,HER,0.27,excitatory
LAL,WF,0.53,excitatory
OOL,WJ,1.89,excitatory
JO,RHR,1.68,excitatory
JRR,SD,0.17,excitatory
DGL,XEL,1.22,excitatory
ML,EDR,1.27,excitatory
JMR,WDR,0.82,excitatory
CRL,ZUL,1.31,excitatory
MY,XNR,0.93,excitatory
WSL,YPL,0.27,excitatory
WOL,BKL,1.2,excitatory
WDL,WFL,1.82,excitatory
WAL,NI,0.62,excitatory
YTR,GHL,0.25,excitatory
XUR,IX,0.94,excitatory
GBL,NCR,1.22,excitatory
PZL,WOL,1.5,excitatory
XT,WFL,1.42,excitatory
LXR,AS,1.71,excitatory
MML,NKL,0.14,excitatory
UFR,UVL,1.03,excitatory
SBL,JAL,1.75,excitatory
WH,EDR,1.5,excitatory
UT,FU,1.24,excitatory
IJR,HR,1.48,excitatory
MR,NUL,0.28,excitatory
GYL,AOL,1.8,excitatory
MP,MDR,1.07,excitatory
IYL,DFL,1.86,excitatory
XJ,NI,0.14,excitatory
BER,JOR,0.81,excitatory
ASL,DD,1.87,excitatory
WFL,CIL,1.3,excitatory
MY,STL,0.29,excitatory
HU,IJ,1.61,excitatory
YZL,HHR,1.43,excitatory
XL,LXR,1.35,excitatory
OCR,RSR,0.16,excitatory
UVL,NW,1.08,excitatory
DFL,TF,1.8,excitatory
RRR,WJ,1.35,excitatory
DRL,GHL,1.08,excitatory
DI,XIR,0.43,excitatory
LK,TJ,0.61,excitatory
OHR,YTL,0.38,excitatory
SRR,UP,0.94,excitatory
PSR,WSL,0.85,excitatory
DGL,IJ,1.61,excitatory
XUR,TOL,1.28,excitatory
OCR,JR,0.45,excitatory
FN,DVL,0.59,excitatory
MY,GCR,1.56,excitatory
FZR,WFR,1.75,excitatory
TIR,UKR,0.39,excitatory
VKR,KAL,1.08,excitatory
ZCL,CRL,1.51,excitatory
KRR,WP,1.93,excitatory
XNR,LTR,0.87,excitatory
VZR,HFR,0.52,excitatory
AP,HJ,1.77,excitatory
KAL,ZGL,1.41,excitatory
UP,VC,0.94,excitatory
RRR,GD,1.11,excitatory
UVL,JO,0.21,excitatory
FJR,MPR,0.54,excitatory
HI,LO,0.45,excitatory
LO,FMR,1.4,excitatory
XT,VZ,0.93,excitatory
IAL,HJ,0.42,excitatory
MDR,MOL,0.89,excitatory
LUR,DY,1.98,excitatory
EHL,ECL,0.53,excitatory
FUL,MZL,1.96,excitatory
NXL,DRR,0.13,excitatory
TF,DVL,1.02,excitatory
IVL,UB,0.84,excitatory
HLL,TL,1.54,excitatory
LXR,ZGL,1.55,excitatory
TFR,PNL,0.77,excitatory
FMR,TOL,0.79,excitatory
XV,MML,1.32,excitatory
WB,ML,0.9,excitatory
LM,LAL,0.68,excitatory
VW,DFL,1.79,excitatory
XMR,FU,0.1,excitatory
YZL,GD,0.23,excitatory
GF,TF,1.13,excitatory
GZL,PNL,1.82,excitatory
KM,YPL,1.65,excitatory
CV,DUL,1.47,excitatory
RLR,LTR,1.75,excitatory
IEL,WF,1.93,excitatory
RGR,DML,1.17,excitatory
BTR,OT,1.93,excitatory
MCL,LTR,1.23,excitatory
DI,CRL,0.47,excitatory
IER,GBL,1.28,excitatory
BRR,YB,1.78,excitatory
YPL,HN,0.9,excitatory
WDR,HER,0.82,excitatory
ZGL,VKR,1.9,excitatory
WJL,YPR,1.68,excitatory
AI,ZZR,1.33,excitatory
BX,ZM,1.49,excitatory
SU,ZX,1.22,excitatory
LTR,LX,0.72,excitatory
HYR,JGR,0.14,excitatory
DVR,NXL,0.66,excitatory
NUL,AIL,1.61,excitatory
ISL,NKL,1.62,excitatory
KRR,AIL,0.92,excitatory
WPR,YUL,1.51,excitatory
UOL,TFR,1.99,excitatory
BWR,CX,0.6,excitatory
KM,HYR,1.31,excitatory
ZWL,GER,0.21,excitatory
UVL,BD,1.7,excitatory
XI,WFL,0.38,excitatory
NI,BTR,0.17,excitatory
GSR,LH,0.79,excitatory
BDR,RHR,1.62,excitatory
FZR,BRR,1.58,excitatory
MPR,DU,1.47,excitatory
XIR,BA,0.61,excitatory
WDR,VF,1.69,excitatory
SBL,HU,0.6,excitatory
SU,VZ,1.27,excitatory
RLR,IPL,0.34,excitatory
MCL,PJR,0.12,excitatory
OHR,DVL,1.0,excitatory
TIR,OJR,0.41,excitatory
XV,VAL,0.6,excitatory
WOL,DF,0.38,excitatory
UFR,DRR,1.76,excitatory
BPR,LH,0.36,excitatory
DY,NW,0.53,excitatory
FVL,WIL,0.21,excitatory
LM,SAR,0.25,excitatory
HDL,CIL,1.88,excitatory
OHR,NT,0.12,excitatory
ZUL,JGR,0.12,excitatory
WS,JRR,1.04,excitatory
OT,AG,1.87,excitatory
PSR,KAL,0.76,excitatory
LXR,GNR,0.65,excitatory
KG,ISL,0.43,excitatory
UAR,HI,1.22,excitatory
MXR,WB,1.37,excitatory
WDR,HN,0.7,excitatory
JO,OJR,1.88,excitatory
PPR,WLR,0.96,excitatory
LEL,NCR,1.32,excitatory
HI,FN,0.64,excitatory
IJ,GML,0.79,excitatory
IEL,WUR,1.86,excitatory
XT,TU,1.64,excitatory
WLR,AP,0.59,excitatory
YTL,PPR,1.45,excitatory
WFL,ML,1.14,excitatory
VUL,BRL,0.53,excitatory
STL,HHR,1.13,excitatory
BDR,PPR,1.03,excitatory
EDR,IRL,0.84,excitatory
YTL,TOR,1.06,excitatory
YTR,AOL,1.1,excitatory
FMR,YB,0.7,excitatory
ZM,ML,0.73,excitatory
WJL,TOR,1.66,excitatory
MYR,DUL,1.24,excitatory
GML,XJ,1.53,excitatory
FJR,GML,0.26,excitatory
VOL,UFR,0.38,excitatory
FJR,GZ,1.8,excitatory
PIL,DRL,1.76,excitatory
HK,ENR,0.22,excitatory
OOL,YBL,0.87,excitatory
MXR,HN,0.65,excitatory
SAR,AE,1.49,excitatory
HLL,EZL,1.8,excitatory
ZYR,ZJ,1.17,excitatory
MXR,IDR,1.52,excitatory
KOR,IEL,0.18,excitatory
GEL,DC,1.29,excitatory
LEL,XV,1.57,excitatory
NV,PO,1.67,excitatory
HHR,NI,1.02,excitatory
YT,GE,1.61,excitatory
UFR,ZGL,1.14,excitatory
XV,AIL,1.74,excitatory
FH,EGL,1.9,excitatory
GD,JR,0.78,excitatory
JAL,CDR,0.14,excitatory
YB,WSL,1.35,excitatory
KS,BPR,0.42,excitatory
ZZR,TFR,0.58,excitatory
DML,UB,0.11,excitatory
